No(line_no),주소(address),경도(longitute),위도(latitude),쓰레기통 형태(trash_type)
2868,금융감독원 앞 (서울특별시 영등포구 여의대로 38),126.9208374,37.5230217,서울자전거 따릉이
2869,여의도고교 앞 (서울특별시 영등포구 국제금융로7길 37),126.934906,37.52483749,서울자전거 따릉이
2870,NH농협은행 앞 (서울특별시 영등포구 국제금융로8길 2),126.9303665,37.52207947,서울자전거 따릉이
2871,증권거래소 앞 (서울특별시 영등포구 여의나루로 76),126.9292374,37.52327728,서울자전거 따릉이
2872,롯데캐슬엠파이어 옆 (서울특별시 영등포구 의사당대로 127),126.9258347,37.52069473,서울자전거 따릉이
2873,미성아파트 A동 앞 (서울특별시 영등포구 의사당대로 110),126.9260483,37.5193634,서울자전거 따릉이
2874,여의도초교 앞 (서울특별시 영등포구 여의대방로 439),126.9377899,37.52267456,서울자전거 따릉이
2875,시범아파트버스정류장 옆 (서울특별시 영등포구 63로 45),126.9375992,37.51943588,서울자전거 따릉이
2876,진주아파트상가 앞 (서울특별시 영등포구 국제금융로 108-6),126.9331665,37.51931381,서울자전거 따릉이
2877,롯데캐슬 앞 (서울특별시 영등포구 국제금융로 86),126.9323654,37.5200882,서울자전거 따릉이
2878,앙카라공원 앞 (서울특별시 영등포구 의사당대로 지하166),126.9292526,37.51736832,서울자전거 따릉이
2879,샛강역 1번출구 앞 (서울특별시 영등포구 의사당대로 지하166),126.9284134,37.51776505,서울자전거 따릉이
2880,양평2나들목 보행통로 입구 (서울특별시 영등포구 양화동 17-4),126.8883591,37.54466629,서울자전거 따릉이
2881,선유도역 3번출구 앞 (서울특별시 영등포구 양평동4가 202-1),126.8945084,37.53845978,서울자전거 따릉이
2882,양평1 보행육교 앞 (서울특별시 영등포구 양평동4가 20-4),126.8921814,37.53587341,서울자전거 따릉이
2883,영등포구청역 1번출구 (서울특별시 영등포구 당산로 111-2),126.8962174,37.52463531,서울자전거 따릉이
2884,남부고용노동지청 남측 (서울특별시 영등포구 양평동1가 115-2),126.8918228,37.52450562,서울자전거 따릉이
2885,양평우림 이비즈센타 앞 (서울특별시 영등포구 양평동3가 14-1),126.8878174,37.52565002,서울자전거 따릉이
2886,YP 센터 앞 (서울특별시 영등포구 양평동3가 60-1),126.8916473,37.52848816,서울자전거 따릉이
2887,영등포구민체육센터 앞 (서울특별시 영등포구 신길동 399 ),126.9058456,37.50046158,서울자전거 따릉이
2888,신길동 우리은행 옆 (서울특별시 영등포구 신길동 250-4 ),126.9102325,37.50456619,서울자전거 따릉이
2889,문래동자이아파트 앞 (서울특별시 영등포구 문래동3가 68-1),126.8946152,37.51615524,서울자전거 따릉이
2890,보라매 두산위브 건너편 (서울특별시 영등포구 신길동 4490 ),126.9148026,37.49651337,서울자전거 따릉이
2891,제2구민체육센타 앞 (서울특별시 영등포구 당산동4가 96-2),126.9027557,37.52638626,서울자전거 따릉이
2892,유스호스텔 앞 (서울특별시 영등포구 영등포동7가 58-2),126.9032822,37.5258522,서울자전거 따릉이
2893,문래역 4번출구 앞 (서울특별시 영등포구 문래동3가 55-12 ),126.8955765,37.51873779,서울자전거 따릉이
2894,신길우성1차아파트 앞 공원 (서울특별시 영등포구 도림동 255-2 ),126.8985367,37.50501633,서울자전거 따릉이
2895,신길선원가와인아파트 앞 (서울특별시 영등포구 신길동 215-28 ),126.9102249,37.51093292,서울자전거 따릉이
2896,이앤씨드림타워 앞 (서울특별시 영등포구 양평동3가 48-1),126.8913803,37.52708435,서울자전거 따릉이
2897,영등포삼환아파트 앞 (서울특별시 영등포구 영등포동8가 82-4 ),126.9057083,37.53007889,서울자전거 따릉이
2898,삼성생명 당산사옥 앞 (서울특별시 영등포구 당산동4가 35-24 ),126.8966293,37.52826309,서울자전거 따릉이
2899,당산역 10번출구 앞 (서울특별시 영등포구 당산동5가 14-4),126.9021072,37.53368759,서울자전거 따릉이
2900,초원아파트 앞 (서울특별시 영등포구 여의도동8-13),126.9242096,37.53105545,서울자전거 따릉이
2901,여의도중학교 옆 (서울특별시 영등포구 여의도동 8),126.9365463,37.52412033,서울자전거 따릉이
2902,대림아파트 사거리 (서울특별시 영등포구 신길동 249),126.9230804,37.50764084,서울자전거 따릉이
2903,서울지방병무청 버스정류장 (서울특별시 영등포구 신길동853),126.9219513,37.50449371,서울자전거 따릉이
2904,보라매역4번출구 (서울특별시 영등포구 신길동4884),126.9199448,37.49982834,서울자전거 따릉이
2905,신풍역 5번출구 인근 (서울특별시 영등포구 신길동3596),126.9095154,37.5006485,서울자전거 따릉이
2906,도림신협 앞 (서울특별시 영등포구 신길동263-76),126.9034195,37.50380325,서울자전거 따릉이
2907,도림사거리 (서울특별시 영등포구 신길동373-1),126.9011307,37.50657272,서울자전거 따릉이
2908,동아에코빌입구 (서울특별시 영등포구 도림동 159-70),126.8992996,37.50947571,서울자전거 따릉이
2909,신길삼거리(우리은행) (서울특별시 영등포구 신길동95-256),126.9193573,37.51384354,서울자전거 따릉이
2910,신길역3번출구 (서울특별시 영등포구 영등포동1가35),126.914299,37.51769257,서울자전거 따릉이
2911,대방역6번출구 (서울특별시 영등포구 신길동1368),126.9259338,37.51359177,서울자전거 따릉이
2912,여의도 마리나선착장 앞 (서울특별시 영등포구 여의서로 160),126.9121628,37.53365707,서울자전거 따릉이
2913,영문초등학교 사거리 (서울특별시 영등포구 문래로 56),126.889183,37.51992798,서울자전거 따릉이
2914,근로자회관 사거리 (서울특별시 영등포구 선유로 34),126.8886261,37.51715088,서울자전거 따릉이
2915,교보생명보험 앞 (서울특별시 영등포구 영등포로 96),126.8916168,37.52193069,서울자전거 따릉이
2916,영등포유통상가 사거리 (서울특별시 영등포구 영등포로 124),126.8965378,37.52113342,서울자전거 따릉이
2917,영등포청과시장 사거리 (서울특별시 영등포구 영등포로 177),126.9011917,37.52029419,서울자전거 따릉이
2918,삼성화재 사옥 옆 (서울특별시 영등포구 양평로 76),126.8983002,37.53596115,서울자전거 따릉이
2919,그랜드컨벤션센터 앞 (서울특별시 영등포구 양평로 58),126.9000015,37.53471756,서울자전거 따릉이
2920,증권거래소후문교차로 (서울특별시 영등포구 여의나루로 76),126.9271011,37.52234268,서울자전거 따릉이
2921,샛강생태공원방문자센터 앞 (서울특별시 영등포구 여의동로 48),126.9216156,37.51896286,서울자전거 따릉이
2922,당산육갑문 (서울특별시 영등포구 당산로52길 3),126.9036789,37.53533936,서울자전거 따릉이
2923,영등포역지하쇼핑센타 5번출구 (서울특별시 영등포구 경인로 846),126.9079895,37.51665115,서울자전거 따릉이
2924,신동아아파트 (서울특별시 영등포구 선유서로 76),126.8856506,37.5228157,서울자전거 따릉이
2925,SK 영등포주유소 (서울특별시 영등포구 경인로112길 1),126.9126358,37.51828384,서울자전거 따릉이
2926,영등포뉴타운지하상가 2번게이트 (서울특별시 영등포구 영중로 22),126.9051666,37.52011871,서울자전거 따릉이
2927,쌍용플레티넘오피스텔 (서울특별시 영등포구 도영로 18),126.8952332,37.50793076,서울자전거 따릉이
2928,영등포 푸르지오 아파트 (서울특별시 영등포구 도신로29길 28),126.9044647,37.51322937,서울자전거 따릉이
2929,양평동6차현대아파트 앞 (양평동 3가 80-9),126.8944397,37.53210068,서울자전거 따릉이
2930,신동아아파트 앞 (가마산로 311 앞 복개천 보도),126.8939819,37.49824142,서울자전거 따릉이
2931,신한은행 (시흥대로 617),126.9048767,37.48752975,서울자전거 따릉이
2932,아크로타워 스퀘어(영등포시장) (영등포구 영등포동7가 3-2),126.9072189,37.52251816,서울자전거 따릉이
2933,센트럴 푸르지오 시티 앞 (문래로 180),126.9022293,37.51821136,서울자전거 따릉이
2934,대림3동사거리(하나은행) (가마산로 343),126.8972397,37.49985886,서울자전거 따릉이
2935,우성아파트 교차로 (대림로 153 ),126.8997498,37.49457169,서울자전거 따릉이
2936,영등포전화국사거리 (서강어린이공원) (영등포동8가 29-1),126.9057388,37.52576828,서울자전거 따릉이
2937,쌍용예가(구청별관) (당산로31길 32 서측(구청별관 주변)),126.8933868,37.52809906,서울자전거 따릉이
2938,대림3동사거리 (가마산로 352 커피베이 앞),126.8980026,37.49980927,서울자전거 따릉이
2939,당산동 SK V1 빌딩 (영등포구 당산동4가 89-1),126.8978272,37.5315094,서울자전거 따릉이
2940,문래동 하이테크 시티 (영등포구 문래동3가 55-21),126.89888,37.51385117,서울자전거 따릉이
2941,영일 어린이공원 (영등포구 영등포동 647-3),126.904068,37.51012039,서울자전거 따릉이
2942,충북 미래관 (영등포구 당산동 121-258),126.9075775,37.52917099,서울자전거 따릉이
2943,영등포공원 분수대 앞 (영등포구 신길로 275),126.911705,37.51481247,서울자전거 따릉이
2944,KT플라자 영등포점 (영등포구 영중로 119),126.9053803,37.52630234,서울자전거 따릉이
2945,국회3문 (영등포구 여의동로 330),126.912674,37.52863693,서울자전거 따릉이
2946,KBS 연구동 건너편 (영등포구 여의도동 1-877),126.914299,37.52750778,서울자전거 따릉이
2947,여의도 순복음교회 (영등포구 여의도동 8),126.9224548,37.53179169,서울자전거 따릉이
2948,정동사거리 (서울특별시 중구 정동길 2-1),126.9692307,37.56805038,서울자전거 따릉이
2949,경복궁역 7번출구 앞 (서울특별시 종로구 사직로 지하130),126.9714508,37.57579422,서울자전거 따릉이
2950,경복궁역 4번출구 뒤 (서울특별시 종로구 사직로 지하130),126.9740601,37.57594681,서울자전거 따릉이
2951,광화문역 1번출구 앞 (서울특별시 종로구 세종대로 지하189),126.9746628,37.57176971,서울자전거 따릉이
2952,광화문역 2번출구 앞 (서울특별시 종로구 세종대로 지하172),126.9775772,37.57211304,서울자전거 따릉이
2953,종로구청 옆 (서울특별시 종로구 삼봉로 43),126.9783554,37.57258224,서울자전거 따릉이
2954,광화문역 7번출구 앞 (서울특별시 종로구 세종대로 지하172),126.9764328,37.57080841,서울자전거 따릉이
2955,서울역사박물관 앞 (서울특별시 종로구 새문안로 55),126.9710999,37.56999969,서울자전거 따릉이
2956,광화문 S타워 앞 (서울특별시 종로구 새문안로 82),126.973938,37.56996918,서울자전거 따릉이
2957,광화문역 6번출구 옆 (서울특별시 종로구 세종대로 지하172),126.9764557,37.56988907,서울자전거 따릉이
2958,청계광장 옆 (서울특별시 중구 세종대로 136),126.9774704,37.56887817,서울자전거 따릉이
2959,시청역 1번출구 뒤 (서울특별시 중구 세종대로 지하101),126.976738,37.56467438,서울자전거 따릉이
2960,국립현대미술관 (서울특별시 종로구 삼청로 30),126.9808579,37.5797081,서울자전거 따릉이
2961,종각역 1번출구 앞 (서울특별시 종로구 종로 47),126.9817886,37.57039642,서울자전거 따릉이
2962,광교사거리 남측 (서울특별시 중구 청계천로 30),126.9825516,37.56852722,서울자전거 따릉이
2963,을지로입구역 4번출구 앞 (서울특별시 중구 을지로 55),126.9835892,37.56622314,서울자전거 따릉이
2964,KEB 하나금융그룹 명동사옥 옆 (서울특별시 중구 을지로 66),126.9841385,37.56546402,서울자전거 따릉이
2965,명동성당 앞 (서울특별시 중구 명동길 74),126.986969,37.56447601,서울자전거 따릉이
2966,신세계백화점 본점 앞 (서울특별시 중구 퇴계로 77),126.9804001,37.56134033,서울자전거 따릉이
2967,안국역 5번출구 앞 (서울특별시 종로구 율곡로 지하62),126.9861603,37.57624054,서울자전거 따릉이
2968,낙원상가 옆 (서울특별시 종로구 삼일대로 428),126.9874649,37.57335663,서울자전거 따릉이
2969,탑골공원 앞 (서울특별시 종로구 종로 99),126.9881897,37.57039642,서울자전거 따릉이
2970,청계2가 사거리 옆 (서울특별시 종로구 청계천로 93),126.9878922,37.56834412,서울자전거 따릉이
2971,을지로2가 사거리 북측 (서울특별시 중구 을지로 79),126.9872055,37.56638336,서울자전거 따릉이
2972,을지로2가 사거리 남측 (중구 을지로2가 149-10 ),126.987793,37.56599045,서울자전거 따릉이
2973,종로3가역 2번출구 뒤 (서울특별시 종로구 종로 지하129),126.9917908,37.5705986,서울자전거 따릉이
2974,종로3가역 15번출구 앞 (서울특별시 종로구 종로 지하129),126.9912567,37.57019806,서울자전거 따릉이
2975,티마크 호텔 앞 (서울특별시 중구 충무로 15),126.992836,37.56261826,서울자전거 따릉이
2976,창경궁 입구 (서울특별시 종로구 창경궁로 185),126.9964752,37.57897949,서울자전거 따릉이
2977,세운스퀘어 앞 (서울특별시 종로구 창경궁로 109),126.9971237,37.57095718,서울자전거 따릉이
2978,종로4가 사거리 (서울특별시 종로구 종로 185),126.9981918,37.57106781,서울자전거 따릉이
2979,혜화동 로터리 (서울특별시 종로구 창경궁로 271-1),127.000679,37.58562851,서울자전거 따릉이
2980,혜화역 3번출구 뒤 (서울특별시 종로구 대학로 지하120),127.0017853,37.58156967,서울자전거 따릉이
2981,대학로 마로니에공원 (서울특별시 종로구 대학로 104),127.002533,37.57978439,서울자전거 따릉이
2982,예일빌딩(율곡로) 앞 (서울특별시 종로구 율곡로 238),127.004982,37.57543182,서울자전거 따릉이
2983,성균관대 E하우스 앞 (서울특별시 종로구 율곡로 259),127.0067215,37.57403564,서울자전거 따릉이
2984,서울보증보험본사 앞 (서울특별시 종로구 김상옥로 29),127.0007095,37.57330704,서울자전거 따릉이
2985,맥스타일 앞 (서울특별시 중구 마장로 3),127.0098801,37.56918335,서울자전거 따릉이
2986,동대문역사문화공원역 9번출구 앞 (서울특별시 중구 장충단로 지하230),127.007843,37.56533051,서울자전거 따릉이
2987,독립문역 사거리 (서울특별시 종로구 교북동 10-1),126.9607849,37.57202911,서울자전거 따릉이
2988,사직동주민센터 (서울특별시 종로구 사직로9길 5),126.9685898,37.57633209,서울자전거 따릉이
2989,청운초교 앞 삼거리 (서울특별시 종로구 청운동 108-22),126.9706192,37.58507919,서울자전거 따릉이
2990,중앙고입구 삼거리 (서울특별시 종로구 창덕궁길 191),126.9852371,37.58341599,서울자전거 따릉이
2991,재동초교 앞 삼거리 (서울특별시 종로구 재동 19),126.9849472,37.57938766,서울자전거 따릉이
2992,포르투갈 대사관 앞 (서울특별시 종로구 창덕궁1길 3),126.9889603,37.57915497,서울자전거 따릉이
2993,서울사대부속초교 앞 (서울특별시 종로구 연건동 178-3),127.0024567,37.57650757,서울자전거 따릉이
2994,KT혜화지사 앞 (서울특별시 종로구 대학로 65),127.0020599,37.57714462,서울자전거 따릉이
2995,성대입구 사거리 (서울특별시 종로구 창경궁로 234),126.9985352,37.58250046,서울자전거 따릉이
2996,원남동사거리 (서울특별시 종로구 율곡로 169),126.9976807,37.57606125,서울자전거 따릉이
2997,동묘앞역 1번출구 뒤 (서울특별시 종로구 숭인동 81-39),127.0159073,37.57324219,서울자전거 따릉이
2998,청계8가 사거리 (서울특별시 종로구 청계천로 407),127.0227051,37.57222366,서울자전거 따릉이
2999,신설동역 11번출구 뒤 (서울특별시 종로구 숭인동 1311),127.0228348,37.57575989,서울자전거 따릉이
3000,창신역 1번출구 앞 (서울특별시 종로구 지봉로 87),127.0150833,37.57933426,서울자전거 따릉이
3001,독립문역 3-1번출구 (서울특별시 종로구 무악동 41-7),126.9586945,37.57384872,서울자전거 따릉이
3002,SK 서린빌딩 앞 (서울특별시 종로구 서린동 93-2),126.9805374,37.5692482,서울자전거 따릉이
3003,광화문 시민열린마당 (서울특별시 종로구 세종로 76-5),126.9785004,37.57549286,서울자전거 따릉이
3004,시청역(2호선) 9번출구 뒤 (서울특별시 중구 서소문로 지하127),126.9748383,37.56322861,서울자전거 따릉이
3005,동대입구역 6번출구 뒤 (서울특별시 중구 동호로 지하256),127.0055389,37.55887222,서울자전거 따릉이
3006,약수역 3번출구 뒤 (서울특별시 중구 다산로 지하122),127.0112,37.55429459,서울자전거 따릉이
3007,청구역 2번출구 앞 (서울특별시 중구 청구로 지하77),127.0140762,37.5604744,서울자전거 따릉이
3008,다산 어린이공원 (서울특별시 중구 다산로40길 37),127.018425,37.56371689,서울자전거 따릉이
3009,청계7가 사거리 (서울특별시 중구 다산로 지하260),127.0169525,37.56980515,서울자전거 따릉이
3010,서울역9번출구 (서울특별시 중구 세종대로 지하2),126.9733582,37.55599976,서울자전거 따릉이
3011,CJ제일제당 앞 (서울특별시 중구 동호로 330),127.0027466,37.56386566,서울자전거 따릉이
3012,장충체육관 (서울특별시 중구 장충동2가 200-99),127.0069885,37.55853271,서울자전거 따릉이
3013,약수역 10번출구 앞 (서울특별시 중구 신당동 357-1),127.0100479,37.55519867,서울자전거 따릉이
3014,신당역 12번 출구 뒤 (서울특별시 중구 신당동 99),127.0164032,37.5658493,서울자전거 따릉이
3015,종로학원본원 (서울특별시 중구 청파로 456),126.9685059,37.55978012,서울자전거 따릉이
3016,종각역 5번출구 (서울특별시 종로구 서린동 26-1),126.9826584,37.56983566,서울자전거 따릉이
3017,훈련원공원주차장 앞 (서울특별시 중구 을지로 227),127.0034638,37.56699371,서울자전거 따릉이
3018,동성중학교 앞 (서울특별시 종로구 혜화동 56),127.0016098,37.58573532,서울자전거 따릉이
3019,을지로4가역 1번출구 (서울특별시 중구 을지로 지하 178),126.9966049,37.5667305,서울자전거 따릉이
3020,충무로역 1번출구 (서울특별시 중구 퇴계로 212),126.9953537,37.56138992,서울자전거 따릉이
3021,정동길입구 (서울특별시 중구 세종대로19길 17),126.9733048,37.56543732,서울자전거 따릉이
3022,동대문역 8번 출구 (서울특별시 종로구 율곡로 지하 308),127.0093765,37.57014084,서울자전거 따릉이
3023,경희궁 자이 3단지 (서울특별시 종로구 경교장길 35),126.9659195,37.56748962,서울자전거 따릉이
3024,경희궁 자이 2단지 (서울특별시 종로구 송월길 99),126.9645615,37.56885529,서울자전거 따릉이
3025,종묘공영주차장 건너편 (서울특별시 종로구 종로 지하 200),126.9966354,37.57048035,서울자전거 따릉이
3026,을지로3가역 3번출구 (중구 을지로3가 282-8 ),126.9924393,37.56655884,서울자전거 따릉이
3027,서울역 센트럴 자이아파트 (중구 만리동2가 176-1),126.9654083,37.55410767,서울자전거 따릉이
3028,상암한화오벨리스크 1차 앞 (서울특별시 마포구 구룡길 19),126.8830032,37.58752441,서울자전거 따릉이
3029,상암월드컵파크 10단지 앞 (서울특별시 마포구 월드컵북로 502-36),126.8816147,37.58618927,서울자전거 따릉이
3030,상암월드컵파크 9단지 앞 (서울특별시 마포구 월드컵북로 501),126.8798218,37.58285522,서울자전거 따릉이
3031,부엉이공원 앞 (서울특별시 마포구 가양대로 189),126.8847275,37.58559036,서울자전거 따릉이
3032,DMC빌 앞 (서울특별시 마포구 월드컵북로60길 13),126.885788,37.58265686,서울자전거 따릉이
3033,상암월드컵파크 7단지 앞 (서울특별시 마포구 상암산로1길 92),126.8805847,37.58131409,서울자전거 따릉이
3034,마포구 육아종합지원센터 (서울특별시 마포구 상암산로1길 71),126.8836746,37.58063126,서울자전거 따릉이
3035,LG CNS앞 (서울특별시 마포구 월드컵북로 424),126.8866501,37.58081055,서울자전거 따릉이
3036,누리꿈스퀘어 옆 (서울특별시 마포구 월드컵북로 396),126.8891602,37.57939911,서울자전거 따릉이
3037,상암중학교 옆 (서울특별시 마포구 상암산로1길 26),126.8877716,37.57749557,서울자전거 따릉이
3038,DMC홍보관 (서울특별시 마포구 월드컵북로 366),126.8914719,37.5779953,서울자전거 따릉이
3039,DMC산학협력연구센터 앞 (서울특별시 마포구 매봉산로 37),126.8907394,37.57580185,서울자전거 따릉이
3040,상암월드컵파크 3단지 후문 (서울특별시 마포구 매봉산로 8),126.8896866,37.57147598,서울자전거 따릉이
3041,상암동주민센터 옆 (서울특별시 마포구 매봉산로2길 16),126.8944702,37.57822037,서울자전거 따릉이
3042,DMC역 9번출구 앞 (서울특별시 마포구 성암로 지하184),126.8973618,37.57746887,서울자전거 따릉이
3043,상암월드컵파크 1단지 교차로 (서울특별시 마포구 월드컵북로 502-7),126.8944473,37.57566452,서울자전거 따릉이
3044,DMC역 2번출구 옆 (서울특별시 은평구 수색로 지하175),126.8999176,37.57506943,서울자전거 따릉이
3045,월드컵경기장역 3번출구 옆 (서울특별시 마포구 월드컵로 지하240),126.8989792,37.57072067,서울자전거 따릉이
3046,홈플러스 앞 (서울특별시 마포구 월드컵로 240),126.8994293,37.56842041,서울자전거 따릉이
3047,서울시 공공자전거 상암센터 (서울특별시 마포구 월드컵북로47길 10),126.8961792,37.56624603,서울자전거 따릉이
3048,마포구청 앞 (서울특별시 마포구 월드컵로 212),126.9018631,37.56574631,서울자전거 따릉이
3049,문화비축기지 (서울특별시 마포구 증산로 87),126.8944244,37.56908417,서울자전거 따릉이
3050,롯데하이마트 (상암월드컵점) (서울특별시 상암동 1715-29),126.8980484,37.57361984,서울자전거 따릉이
3051,DMC첨단산업센터 (서울특별시 마포구 성암로330),126.8855972,37.58450317,서울자전거 따릉이
3052,서울신용보증재단 (서울특별시 마포구 마포대로 163),126.9541779,37.54906082,서울자전거 따릉이
3053,성산시영아파트 (서울특별시 마포구 월드컵북로 260),126.9038162,37.56958389,서울자전거 따릉이
3054,명보사거리 (중구 초동 22-2 ),126.9914322,37.56439972,서울자전거 따릉이
3055,송도병원 (중구 신당동 432-730),127.0073471,37.54988861,서울자전거 따릉이
3056,KEB하나은행 장충동지점 (중구 장충동1가 26-1),127.0062637,37.56217194,서울자전거 따릉이
3057,청계천 영도교 (중구 황학동 2472-1 ),127.0195236,37.57089996,서울자전거 따릉이
3058,마포중앙도서관 (마포구 성산로 128),126.9082031,37.56333923,서울자전거 따릉이
3059,을지로입구역 2번출구 (중구 을지로1가 118),126.9822922,37.56634521,서울자전거 따릉이
3060,신당 래미안 버스정류장 (중구 신당동 85-730),127.0239334,37.56148911,서울자전거 따릉이
3061,SK 남산빌딩 (중구 남대문로5가 520),126.9756165,37.55686188,서울자전거 따릉이
3062,이대역 5번출구 (마포구 대흥동 2-1),126.9461899,37.55659103,서울자전거 따릉이
3063,대흥역 1번출구 (마포구 대흥동 105-4),126.9409256,37.54846954,서울자전거 따릉이
3064,성산2-1 공영주차장 (마포구 성산동 199-46),126.9067688,37.56472015,서울자전거 따릉이
3065,마포어린이공원 (마포구 마포동 364-4),126.9440384,37.53575134,서울자전거 따릉이
3066,하늘공원 입구 (마포구 하늘공원로 108-2),126.8813477,37.57012177,서울자전거 따릉이
3067,염천교사거리 (중구 순화동 212-9),126.9714966,37.55989075,서울자전거 따릉이
3068,서울역 서부 (봉래동 2가 122-11),126.9691925,37.55641556,서울자전거 따릉이
3069,호암아트홀 (봉래동 2가 122-11),126.9707184,37.5621109,서울자전거 따릉이
3070,대한상공회의소 (세종대로 39),126.9741058,37.56015396,서울자전거 따릉이
3071,상명대입구 (서울특별시 종로구 홍지문길 1),126.9578323,37.60012817,서울자전거 따릉이
3072,신영동삼거리 (서울특별시 종로구 진흥로 499),126.9619446,37.60399246,서울자전거 따릉이
3073,일성아파트 (서울특별시 종로구 평창문화로 119),126.9728622,37.60871887,서울자전거 따릉이
3074,효자동 삼거리 (서울특별시 종로구 효자로13길 45),126.9725494,37.58360291,서울자전거 따릉이
3075,청와대앞길 (서울특별시 종로구 청와대로 73),126.9796677,37.58351517,서울자전거 따릉이
3076,동대문 종합시장 버스정류장 ( 종로구 종로5가 11-2),127.0044098,37.57123947,서울자전거 따릉이
3077,종로오가 지하쇼핑센터 14번출구 (종로5가 82-1 ),127.0006714,37.57114029,서울자전거 따릉이
3078,종로2가 버스정류장 (종각방향) ( 종로구 종로 79-1),126.9863815,37.57035828,서울자전거 따릉이
3079,삼익한의원 (종로구 종로5가 269-3),127.0060577,37.570961,서울자전거 따릉이
3080,숭인2동 주민센터 입구 (이강3대냉면) ( 종로구 숭인동 183-2),127.0198288,37.57447052,서울자전거 따릉이
3081,종로꽃시장 입구 옆 (종로구 종로6가 94-1),127.0072098,37.57131958,서울자전거 따릉이
3082,광화문역 5번출구 (종로구 세종로 1-68 ),126.9775391,37.56993866,서울자전거 따릉이
3083,서울지방경찰청 (종로구 내자동 186-3 ),126.9723663,37.57436371,서울자전거 따릉이
3084,신영동삼거리(북악터널방향) (종로구 평창문화로 6-4),126.9620667,37.60351181,서울자전거 따릉이
3085,삼청동 골목 (종로구 팔판길 46),126.9816971,37.58419037,서울자전거 따릉이
3086,삼청공원 앞 (서울특별시 종로구 삼청동 25-32),126.9835968,37.58760452,서울자전거 따릉이
3087,롯데호텔 (을지로 30),126.9798126,37.56584167,서울자전거 따릉이
3088,한국은행 (남대문로 39),126.9808655,37.5622139,서울자전거 따릉이
3089,웨스틴 조선호텔 (소공로 106),126.9794846,37.56415939,서울자전거 따릉이
3090,회현역 1번출구 (퇴계로 72),126.9801407,37.5592308,서울자전거 따릉이
3091,회현역 7번출구 (회현동 1가 23-1),126.9800034,37.55974579,서울자전거 따릉이
3092,회현사거리 남측 (퇴계로 100),126.9826508,37.56035995,서울자전거 따릉이
3093,삼일교(시그니쳐 타워) (청계천로 100),126.9889832,37.56787109,서울자전거 따릉이
3094,을지로4가역 9번출구 (을지로 170),126.9979858,37.56605148,서울자전거 따릉이
3095,동대문역사문화공원역 1번출구 뒤편 (을지로 281),127.0084915,37.56629944,서울자전거 따릉이
3096,ddp패션몰 (마장로 22),127.0118103,37.56764984,서울자전거 따릉이
3097,광희문 (퇴계로 344),127.0099564,37.56443024,서울자전거 따릉이
3098,앰배서더 호텔 주변 (장충동2가 191-21),127.0026856,37.55928802,서울자전거 따릉이
3099,동대입구역 3번 출구 (장충동2가 199-4),127.0060272,37.55937576,서울자전거 따릉이
3100,약수역 6번 출구 (동호로 177),127.010704,37.55432129,서울자전거 따릉이
3101,신당역 10번 출구 (청계천로 100),127.0157929,37.56703186,서울자전거 따릉이
3102,예수소망교회 (청구로 32),127.0184784,37.55994034,서울자전거 따릉이
3103,남산타운아파트 버스정류장 (신당동 산 24-110),127.0064392,37.54758453,서울자전거 따릉이
3104,도동삼거리 (남창동 205-166),126.9774246,37.55614853,서울자전거 따릉이
3105,서울역4번출구 (중구 남대문로5가),126.9731979,37.55677032,서울자전거 따릉이
3106,평창동주민센터 앞 (서울특별시 종로구 평창동 187-2),126.9683228,37.60627365,서울자전거 따릉이
3107,신석초교앞 교차로 교통섬 (마포구 용강동 494-6 ),126.9383087,37.54364014,서울자전거 따릉이
3108,푸르메병원 (마포구 상암동 632),126.8802109,37.58456802,서울자전거 따릉이
3109,구룡근린공원 (마포구 상암동 1583),126.8827667,37.58320236,서울자전거 따릉이
3110,가온문화공원 (마포구 상암동 1594),126.8876648,37.58207703,서울자전거 따릉이
3111,월드컵파크 4단지 (마포구 상암동 1761),126.8880692,37.57597733,서울자전거 따릉이
3112,성산시영아파트 후문 ( 마포구 중동 77-11),126.9018478,37.57313538,서울자전거 따릉이
3113,홍대입구역 6번출구 (마포구 서교동 193-4),126.9288559,37.55657578,서울자전거 따릉이
3114,신수동주민센터 (마포구 신수동 458),126.9350281,37.54724503,서울자전거 따릉이
3115,염리초등학교 앞 (마포구 도화동 536),126.9469986,37.54243088,서울자전거 따릉이
3116,합정동주민센터 앞 (마포구 합정동 473-2),126.9123001,37.551754,서울자전거 따릉이
3117,연남동주민센터 앞 (마포구 연남동 250-11),126.9221268,37.56465149,서울자전거 따릉이
3118,어린이대공원역 3번출구 앞 (서울특별시 광진구 능동로 지하210),127.0742722,37.54706955,서울자전거 따릉이
3119,광진구의회 앞 (서울특별시 광진구 능동로 76),127.0703507,37.53730774,서울자전거 따릉이
3120,뚝섬유원지역 1번출구 앞 (서울특별시 광진구 능동로 10),127.0671921,37.53186035,서울자전거 따릉이
3121,자양사거리 광진아크로텔 앞 (서울특별시 광진구 아차산로 355),127.0822449,37.53701019,서울자전거 따릉이
3122,금호 어울림 아파트 앞 (서울특별시 성동구 광나루로 249),127.0577927,37.54906082,서울자전거 따릉이
3123,성수아이에스비즈타워 앞 (서울특별시 성동구 성수이로 147),127.0571137,37.54820251,서울자전거 따릉이
