No(line_no),주소(address),경도(longitute),위도(latitude),쓰레기통 형태(trash_type)
1,서울특별시 용산구 강변삼성아파트앞 횡단보도 버스정류장(03-299) ,126.9804724,37.53114116,일반쓰레기수거용
2,서울특별시 용산구 원효로4가 현대자동차써비스(원효로3가방면) 버스정류장(03-301) ,126.94526,37.53471374, 일반쓰레기수거용 
3,서울특별시 용산구 목월공원 앞 ,126.9804724,37.53114116, 일반쓰레기수거용 
4,서울특별시 용산구 원효로 3가 시범아파트 버스정류장(03-146) ,126.94526,37.53471374, 일반쓰레기수거용 
5,서울특별시 용산구 원효로1가 45 (유닉스빌딩앞 버스정류장(03-140) ,126.9689844,37.53986578, 일반쓰레기수거용 
6,서울특별시 용산구 원효로 3가 우리 이비인후과 앞(원효아파트앞횡단보도) ,126.94526,37.53471374, 일반쓰레기수거용 
7,서울특별시 용산구 원효로 2가 사거리 열린동물병원앞 ,126.94526,37.53471374, 일반쓰레기수거용 
8,서울특별시 용산구 (구)용산구청앞 사거리 (우리은행) 횡단보도 ,129.0571699,35.58648813, 일반쓰레기수거용 
9,서울특별시 용산구 용산경찰서 입구(GS25 편의점앞) ,126.9804724,37.53114116, 일반쓰레기수거용 
10,서울특별시 용산구 선린인터넷고등학교 입구( CU편의점앞 ) ,126.9804724,37.53114116, 일반쓰레기수거용 
11,서울특별시 용산구 (구)용산구청 보건분소앞 사거리(해오름공인중개사),129.0571699,35.58648813, 일반쓰레기수거용 
12,서울특별시 용산구 소화아동병원앞(택시정류장),126.9804724,37.53114116, 일반쓰레기수거용 
13,서울특별시 용산구 청파동(서계동방면) 버스정류장(03-126),126.9664327,37.55258491, 일반쓰레기수거용 
14,서울특별시 용산구 숙대입구역 청파동주민센터(세운할인마트앞)버스정류장(13-129),128.6131436,35.81515435, 일반쓰레기수거용 
15,서울특별시 용산구 숙대입구역 청파동주민센터버스정류장(03-128),128.6131436,35.81515435, 일반쓰레기수거용 
16,서울특별시 용산구 갈월동종합사회복지관 택시정류장,126.9715704,37.54493279, 일반쓰레기수거용 
17,서울특별시 용산구 용산고등학교 앞 사거리( 구두 수선앞),129.0571699,35.58648813, 일반쓰레기수거용 
18,서울특별시 용산구 스마일치과의원 건너편 버스정류장(03-203),126.9804724,37.53114116, 일반쓰레기수거용 
19,서울특별시 용산구 SC제일은행앞 버스정류장(03-201),126.9804724,37.53114116, 일반쓰레기수거용 
20,서울특별시 용산구 후암시장(삼강의원방면) 버스정류장(03-200),126.9804724,37.53114116, 일반쓰레기수거용 
21,서울특별시 용산구 후암삼거리 버스정류장(03-199) 클라라 잡화,126.4241385,37.75467623, 일반쓰레기수거용 
22,서울특별시 용산구 진흥빌딩 앞 마을버스정류장,126.9804724,37.53114116, 일반쓰레기수거용 
23,서울특별시 용산구 진흥빌딩 건너편 그랜드아파트 횡단보도앞,126.9804724,37.53114116, 일반쓰레기수거용 
24,서울특별시 용산구 원효로1가 선린교차로 현수막 거치대옆(남영지하차도입구),126.94526,37.53471374, 일반쓰레기수거용 
25,서울특별시 용산구 전자상가관광터미널(신용산역3번출구방면) 버스정류장(03-252 03-558),126.9804724,37.53114116, 일반쓰레기수거용 
26,서울특별시 용산구 용산전자상가 삼구빌딩 하나은행(원효대교북단방면) 버스정류장(03-138),126.9804724,37.53114116, 일반쓰레기수거용 
27,서울특별시 용산구 삼각지 고가 등기소 건너편 마을버스정류장(03-552),126.9804724,37.53114116, 일반쓰레기수거용 
28,서울특별시 용산구 (구)용산구청 보건분소 앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
29,서울특별시 용산구 효창공원역 2번출구(효창동물병원),126.9804724,37.53114116, 일반쓰레기수거용 
30,서울특별시 용산구 효창공원역 3번출구(버스정류장03-180),126.9804724,37.53114116, 일반쓰레기수거용 
31,서울특별시 용산구 푸르지오아파트앞 버스정류장(03-178),126.9804724,37.53114116, 일반쓰레기수거용 
32,서울특별시 용산구 손기정 버스정류장(03-228)(육교밑 사과나무부동산앞),126.9804724,37.53114116, 일반쓰레기수거용 
33,서울특별시 용산구 현대아파트 버스정류장(03-223),126.9804724,37.53114116, 일반쓰레기수거용 
34,서울특별시 용산구 강촌아파트 버스정류장(03-221),126.9804724,37.53114116, 일반쓰레기수거용 
35,서울특별시 용산구 신용산 초등학교 건너편(이상윤동물병원앞),126.9804724,37.53114116, 일반쓰레기수거용 
36,서울특별시 용산구 이촌파출소앞 버스정류장(03-217),126.9804724,37.53114116, 일반쓰레기수거용 
37,서울특별시 용산구 동부이촌동 국민은행앞 ,126.9664108,37.51877521, 일반쓰레기수거용 
38,서울특별시 용산구 이촌동두산위브아파트앞 버스정류장(03-215 03-733),126.9664108,37.51877521, 일반쓰레기수거용 
39,서울특별시 용산구 두산위브아파트앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
40,서울특별시 용산구 한강맨션앞 버스정류장(이민재 소아청소년과)(03-218),126.9804724,37.53114116, 일반쓰레기수거용 
41,서울특별시 용산구 이촌2동 주민센터(이촌2동대림아파트방면) 버스정류장(03-291) ,126.9664108,37.51877521, 일반쓰레기수거용 
42,서울특별시 용산구 이촌2동 주민센터(이촌2동부영주유소방면) 버스정류장(03-290),126.9664108,37.51877521, 일반쓰레기수거용 
43,서울특별시 용산구 대림아파트 버스정류장(03-293)(새남터성당입구횡단보도),126.9804724,37.53114116, 일반쓰레기수거용 
44,서울특별시 용산구 강변맨션앞 버스정류장(03-295),126.9804724,37.53114116, 일반쓰레기수거용 
45,서울특별시 용산구 동아아파트 건너편 버스정류장(03-294 함흥냉면 앞),126.9098456,35.14683718, 일반쓰레기수거용 
46,서울특별시 용산구 (구)용산중대병원앞 버스정류장(03-259),126.9804724,37.53114116, 일반쓰레기수거용 
47,서울특별시 용산구 용산공업고등학교앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
48,서울특별시 용산구 이촌역 2번출구,126.9804724,37.53114116, 일반쓰레기수거용 
49,서울특별시 용산구 온누리교회앞 버스정류장(03-728),126.9804724,37.53114116, 일반쓰레기수거용 
50,서울특별시 용산구 철우아파트 옆 버스정류장(03-261),126.9804724,37.53114116, 일반쓰레기수거용 
51,서울특별시 용산구 국립중앙박물관 정문앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
52,서울특별시 용산구 국립중앙박물관 버스정류장(가족공원쪽)(03-266),126.9804724,37.53114116, 일반쓰레기수거용 
53,서울특별시 용산구 후암로11 채가네볼태기앞,126.9780103,37.54699639, 일반쓰레기수거용 
54,서울특별시 용산구 후암시장(우측)입구 횡단보도앞,126.9804724,37.53114116, 일반쓰레기수거용 
55,서울특별시 용산구 한남시범아파트버스정류장(03-211),126.9804724,37.53114116, 일반쓰레기수거용 
56,서울특별시 용산구 서울역공항철도15번출구 국립극단버스정류장(03-345),126.9804724,37.53114116, 일반쓰레기수거용 
57,서울특별시 용산구 한남2치안센터옆 공원입구,126.9804724,37.53114116, 일반쓰레기수거용 
58,서울특별시 용산구 한남오거리(순천향대학방면-북한남삼거리방면) 버스정류장(03-166),129.0571699,35.58648813, 일반쓰레기수거용 
59,서울특별시 용산구 한강중학교(반포한강공원방면) 버스정류장(03-156),126.9804724,37.53114116, 일반쓰레기수거용 
60,서울특별시 용산구 한강중학교건너편(용산구청방면) 버스정류장(03-155),126.9804724,37.53114116, 일반쓰레기수거용 
61,서울특별시 용산구 용산구청 크라운 호텔(한강중학교앞방면) 버스정류장(03-154),126.9804724,37.53114116, 일반쓰레기수거용 
62,서울특별시 용산구 용산구청 크라운 호텔(국군재정관리단방면) 버스정류장(03-153),126.9804724,37.53114116, 일반쓰레기수거용 
63,서울특별시 용산구 국군재정관리단앞(이태원동남산대림아파트 용산동아파트방면) 버스정류장(03-152),127.3611005,37.27633518, 일반쓰레기수거용 
64,서울특별시 용산구 해방촌(용산구청 크라운호텔방면) 버스정류장(03-151),126.9804724,37.53114116, 일반쓰레기수거용 
65,서울특별시 용산구 용암초등학교입구(남산3호터널앞) 버스정류장(03-148),126.9804724,37.53114116, 일반쓰레기수거용 
66,서울특별시 용산구 방태산식당앞(이촌2동주민센터 문화시설보건소셔틀버스정류장),126.9804724,37.53114116, 일반쓰레기수거용 
67,서울특별시 용산구 남산도서관앞(두텁바위마을표지석앞) 버스정류장(03-168),126.9804724,37.53114116, 일반쓰레기수거용 
68,서울특별시 용산구 남산도서관(백범광장방면) 버스정류장(03-167),126.9804724,37.53114116, 일반쓰레기수거용 
69,서울특별시 용산구 후암약수터(보성여중고입구방면) 버스정류장(03-170),126.9804724,37.53114116, 일반쓰레기수거용 
70,서울특별시 용산구 보성여중고입구(후암약수터방면) 버스정류장(03-171),126.9804724,37.53114116, 일반쓰레기수거용 
71,서울특별시 용산구 남산체육관(하얏트호텔방면) 버스정류장(03-174),126.9804724,37.53114116, 일반쓰레기수거용 
72,서울특별시 용산구 하얏트 호텔(남산체육관방면) 버스정류장(03-175)이광희뷰티크건너편,126.9804724,37.53114116, 일반쓰레기수거용 
73,서울특별시 용산구 하얏트 호텔(서울시중부기술교육원 블루스퀘어방면) 버스정류장(03-176),126.9804724,37.53114116, 일반쓰레기수거용 
74,서울특별시 용산구 보성여중고입구(용암초등학교 이태원2동주민센터방면) 버스정류장(용산2가동주민센타올라오는계단끝)(03-172),126.9804724,37.53114116, 일반쓰레기수거용 
75,서울특별시 용산구 LG유플러스앞 횡단보도(도심),126.9804724,37.53114116, 일반쓰레기수거용 
76,서울특별시 용산구 한강로 2가 222-5(한강로 블루컷앞),126.9664962,37.52734784, 일반쓰레기수거용 
77,서울특별시 용산구 한강로 2가 222-5(한강로 블루컷 건너편 용산역방향 횡단보도),126.9664962,37.52734784, 일반쓰레기수거용 
78,서울특별시 용산구 용산우체국앞( 택시정류장앞 ),126.9804724,37.53114116, 일반쓰레기수거용 
79,서울특별시 용산구 신용산역 마을버스정류장(03-561),126.9804724,37.53114116, 일반쓰레기수거용 
80,서울특별시 용산구 KT 용산지점 마을버스정류장(03-564) 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
81,서울특별시 용산구 KT 앞 중앙버스정류장 횡단보도(피터팬부동산),126.9804724,37.53114116, 일반쓰레기수거용 
82,서울특별시 용산구 숙대입구역 버스정류장(03-229),126.9804724,37.53114116, 일반쓰레기수거용 
83,서울특별시 용산구 삼각지 안전지대 횡단보도 (LG자이아파트 앞 ),126.9804724,37.53114116, 일반쓰레기수거용 
84,서울특별시 용산구 아웃백스테이크하우스 남영점앞,126.9804724,37.53114116, 일반쓰레기수거용 
85,서울특별시 용산구 신한은행 숙명여대입구역점앞(서울역방면),126.9804724,37.53114116, 일반쓰레기수거용 
86,서울특별시 용산구 갈월동 갑을빌딩 앞(왕십리뉴타운1구역모델하우스),126.9715704,37.54493279, 일반쓰레기수거용 
87,서울특별시 용산구 갈월동 숙대입구 지하철역 9번출구앞,126.9719143,37.54841679, 일반쓰레기수거용 
88,서울특별시 용산구 숙명여대 중앙버스정류장(롯데리아 앞),126.9804724,37.53114116, 일반쓰레기수거용 
89,서울특별시 용산구 남영역 고려빌딩 앞 (우),126.9804724,37.53114116, 일반쓰레기수거용 
90,서울특별시 용산구 게이트웨이타워 버스정류장(03-198) 옆 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
91,서울특별시 용산구 남영역 마을버스정류장 (03-535),126.9804724,37.53114116, 일반쓰레기수거용 
92,서울특별시 용산구 남영역 앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
93,서울특별시 용산구 한강로2가 225-6(용산M치과의원 건너편 횡단보도),126.9668087,37.527687, 일반쓰레기수거용 
94,서울특별시 용산구 한강로동 베르가모(농협앞) 버스정류장(03-122),128.5156937,35.89727927, 일반쓰레기수거용 
95,서울특별시 용산구 베르가모앞 택시정류장,126.9804724,37.53114116, 일반쓰레기수거용 
96,서울특별시 용산구 용산역앞 횡단보도 건너편,126.9804724,37.53114116, 일반쓰레기수거용 
97,서울특별시 용산구 신용산지하차도입구 파리바게트 횡단보도앞,126.9804724,37.53114116, 일반쓰레기수거용 
98,서울특별시 용산구 용사의집앞 횡단보도(가로판매점앞),126.9804724,37.53114116, 일반쓰레기수거용 
99,서울특별시 용산구 한남역 용산노인종합복지관(한남동 하이페리온방면) 버스정류장(03-285),126.9804724,37.53114116, 일반쓰레기수거용 
100,서울특별시 용산구 순천향 병원 택시정류장,126.9804724,37.53114116, 일반쓰레기수거용 
101,서울특별시 용산구 원효로 2동 주민센터 버스정류장(03-304),126.94526,37.53471374, 일반쓰레기수거용 
102,서울특별시 용산구 보광동 신동아아파트(기업은행보광동지점방면) 버스정류장(03-277),127.0005741,37.52688166, 일반쓰레기수거용 
103,서울특별시 용산구 하얏트호텔 정문앞 마을버스정류장(용산03),126.9804724,37.53114116, 일반쓰레기수거용 
104,서울특별시 용산구 한남동 동원베네스트 사잇길 옆 쉼터,127.0063494,37.53746041, 일반쓰레기수거용 
105,서울특별시 용산구 한남동(한남시범아파트방면) 버스정류장(03-213)(현대리버티하우스 KEB하나은행앞),127.0063494,37.53746041, 일반쓰레기수거용 
106,서울특별시 용산구 보금사에서 스시바얼이태원점앞(녹사평산악회앞),126.9804724,37.53114116, 일반쓰레기수거용 
107,서울특별시 용산구 금호타이어한남대리점(시드니씨푸드)앞(경리단입구3호터널방향),128.4223574,35.6663724, 일반쓰레기수거용 
108,서울특별시 용산구 한강진역 1번출구앞 (용산국제학교입구),126.9804724,37.53114116, 일반쓰레기수거용 
109,서울특별시 용산구 소월로168번지(고엽제사무실옆),126.9842371,37.54795891, 일반쓰레기수거용 
110,서울특별시 용산구 한국폴리텍1대학 버스정류장(03-281),126.9804724,37.53114116, 일반쓰레기수거용 
111,서울특별시 용산구 도이치모터스(BMW) 매장앞,126.9804724,37.53114116, 일반쓰레기수거용 
112,서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-524),126.9804724,37.53114116, 일반쓰레기수거용 
113,서울특별시 용산구 순천향 병원 진출로 옆 인도,126.9804724,37.53114116, 일반쓰레기수거용 
114,서울특별시 용산구 순천향 병원 진입로 옆 인도,126.9804724,37.53114116, 일반쓰레기수거용 
115,서울특별시 용산구 이촌2동부영주유소 건너편 버스정류장(03-288),126.9664108,37.51877521, 일반쓰레기수거용 
116,서울특별시 용산구 이촌1동 충신교회앞 버스정류장(03-216) ,126.9664108,37.51877521, 일반쓰레기수거용 
117,서울특별시 용산구 콩나물국밥 시루향기 24시 횡단보도앞,126.9804724,37.53114116, 일반쓰레기수거용 
118,서울특별시 용산구 청파로 250(남영역03-230버스정류장옆)앞 횡단보도,126.9709845,37.54199535, 일반쓰레기수거용 
119,서울특별시 용산구 소월로168번지(대한민국고엽제전우회앞),126.9842371,37.54795891, 일반쓰레기수거용 
120,서울특별시 용산구 하얏트호텔 정문앞 마을버스정류장(용산03),126.9804724,37.53114116, 일반쓰레기수거용 
121,서울특별시 용산구 녹사평역 3번 출구 앞( 직진2~3미터횡단보도앞 ),126.9804724,37.53114116, 일반쓰레기수거용 
122,서울특별시 용산구 녹사평역 3번 출구 앞( 직진2~3미터횡단보도앞 ),126.9804724,37.53114116, 일반쓰레기수거용 
123,서울특별시 용산구 이태원입구(수지스건너편) 공중화장실앞,126.9804724,37.53114116, 일반쓰레기수거용 
124,서울특별시 용산구 이태원입구(수지스건너편) 공중화장실앞,126.9804724,37.53114116, 일반쓰레기수거용 
125,서울특별시 용산구 이태원버스정류장(03-189) 아디다스 OFS점 앞,126.9804724,37.53114116, 일반쓰레기수거용 
126,서울특별시 용산구 이태원버스정류장(03-189) 아디다스 OFS점 앞,126.9804724,37.53114116, 일반쓰레기수거용 
127,서울특별시 용산구 이태원버스정류장(03-188),126.9804724,37.53114116, 일반쓰레기수거용 
128,서울특별시 용산구 이태원버스정류장(03-188),126.9804724,37.53114116, 일반쓰레기수거용 
129,서울특별시 용산구 국제아케이드건물 앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
130,서울특별시 용산구 국제아케이드건물 앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
131,서울특별시 용산구 ABC마트(신발가게)앞,126.9804724,37.53114116, 일반쓰레기수거용 
132,서울특별시 용산구 ABC마트(신발가게)앞,126.9804724,37.53114116, 일반쓰레기수거용 
133,서울특별시 용산구 미스전콜렉션앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
134,서울특별시 용산구 미스전콜렉션앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
135,서울특별시 용산구 해밀턴호텔 버스정류장(03-190),126.9804724,37.53114116, 일반쓰레기수거용 
136,서울특별시 용산구 해밀턴호텔 버스정류장(03-190),126.9804724,37.53114116, 일반쓰레기수거용 
137,서울특별시 용산구 이태원역 2번 출구 (해밀턴호텔정문앞횡단보도),126.9804724,37.53114116, 일반쓰레기수거용 
138,서울특별시 용산구 이태원역 2번 출구 (해밀턴호텔정문앞횡단보도),126.9804724,37.53114116, 일반쓰레기수거용 
139,서울특별시 용산구 이태원역 3번 출구 (올리브영 횡단보도앞),126.9804724,37.53114116, 일반쓰레기수거용 
140,서울특별시 용산구 이태원역 3번 출구 (올리브영 횡단보도앞),126.9804724,37.53114116, 일반쓰레기수거용 
141,서울특별시 용산구 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도,129.0571699,35.58648813, 일반쓰레기수거용 
142,서울특별시 용산구 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도,129.0571699,35.58648813, 일반쓰레기수거용 
143,서울특별시 용산구 이태원 119 안전센타 버스정류장(03-192),126.9804724,37.53114116, 일반쓰레기수거용 
144,서울특별시 용산구 이태원 119 안전센타 버스정류장(03-192),126.9804724,37.53114116, 일반쓰레기수거용 
145,서울특별시 용산구 제일기획실앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
146,서울특별시 용산구 제일기획실앞 횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
147,서울특별시 용산구 시화담그릴(이태원로254(한남동683-130)앞,126.9804724,37.53114116, 일반쓰레기수거용 
148,서울특별시 용산구 시화담그릴(이태원로254(한남동683-130)앞,126.9804724,37.53114116, 일반쓰레기수거용 
149,서울특별시 용산구 삼성미술관 리움 택시정류장(폭스바겐건너편),127.3611005,37.27633518, 일반쓰레기수거용 
150,서울특별시 용산구 삼성미술관 리움 택시정류장(폭스바겐건너편),127.3611005,37.27633518, 일반쓰레기수거용 
151,서울특별시 용산구 이태원광장 녹사평역방향 횡단보도(좌측),126.9804724,37.53114116, 일반쓰레기수거용 
152,서울특별시 용산구 이태원광장 녹사평역방향 횡단보도(좌측),126.9804724,37.53114116, 일반쓰레기수거용 
153,서울특별시 용산구 용산구청 셔틀버스 정류장,126.9804724,37.53114116, 일반쓰레기수거용 
154,서울특별시 용산구 용산구청 셔틀버스 정류장,126.9804724,37.53114116, 일반쓰레기수거용 
155,서울특별시 용산구 보광동입구(한국폴리텍1대학방면) 버스정류장(03-283),127.0005741,37.52688166, 일반쓰레기수거용 
156,서울특별시 용산구 보광동입구(한국폴리텍1대학방면) 버스정류장(03-283),127.0005741,37.52688166, 일반쓰레기수거용 
157,서울특별시 용산구 한강진역 블루스퀘어 버스정류장(03-197),126.9804724,37.53114116, 일반쓰레기수거용 
158,서울특별시 용산구 한강진역 블루스퀘어 버스정류장(03-197),126.9804724,37.53114116, 일반쓰레기수거용 
159,서울특별시 용산구 순천향대학병원(블루스퀘어방면) 버스정류장(03-162),126.9804724,37.53114116, 일반쓰레기수거용 
160,서울특별시 용산구 순천향대학병원(블루스퀘어방면) 버스정류장(03-162),126.9804724,37.53114116, 일반쓰레기수거용 
161,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),126.9804724,37.53114116, 일반쓰레기수거용 
162,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),126.9804724,37.53114116, 일반쓰레기수거용 
163,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),126.9804724,37.53114116, 일반쓰레기수거용 
164,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),126.9804724,37.53114116, 일반쓰레기수거용 
165,서울특별시 용산구 순천향대학병원 한남오거리(신사역방면) 버스정류장(03-165),129.0571699,35.58648813, 일반쓰레기수거용 
166,서울특별시 용산구 순천향대학병원 한남오거리(신사역방면) 버스정류장(03-165),129.0571699,35.58648813, 일반쓰레기수거용 
167,서울특별시 용산구 한남오거리 하나은행앞 횡단보도,129.0571699,35.58648813, 일반쓰레기수거용 
168,서울특별시 용산구 한남오거리 하나은행앞 횡단보도,129.0571699,35.58648813, 일반쓰레기수거용 
169,서울특별시 용산구 한강대교북단(신용산방면) 중앙버스정류장(도심 03-001)),126.9804724,37.53114116, 일반쓰레기수거용 
170,서울특별시 용산구 한강대교북단(노들섬방면) 중앙버스정류장(외곽 03-002),126.9804724,37.53114116, 일반쓰레기수거용 
171,서울특별시 용산구 신용산역(KT용산지사방면) 중앙버스정류장(도심 03-003),126.9804724,37.53114116, 일반쓰레기수거용 
172,서울특별시 용산구 신용산역(한강대교북단방면) 중앙버스정류장(외곽 03-004),126.9804724,37.53114116, 일반쓰레기수거용 
173,서울특별시 용산구 신용산역(한강대교북단방면) 중앙버스정류장(외곽 03-004),126.9804724,37.53114116, 일반쓰레기수거용 
174,서울특별시 용산구 삼각지(숙대입구방면) 중앙버스정류장(도심 03-007),126.9804724,37.53114116, 일반쓰레기수거용 
175,서울특별시 용산구 삼각지(KT용산지사방면) 중앙버스정류장(외곽 03-008),126.9804724,37.53114116, 일반쓰레기수거용 
176,서울특별시 용산구 삼각지(KT용산지사방면) 중앙버스정류장(외곽 03-008),126.9804724,37.53114116, 일반쓰레기수거용 
177,서울특별시 용산구 삼각지(KT용산지사방면) 중앙버스정류장(외곽 03-008),126.9804724,37.53114116, 일반쓰레기수거용 
178,서울특별시 용산구 숙명여대(갈월동방면) 중앙버스정류장(도심 03-009),126.9804724,37.53114116, 일반쓰레기수거용 
179,서울특별시 용산구 숙명여대(삼각지역방면) 중앙버스정류장(외곽 03-010),126.9804724,37.53114116, 일반쓰레기수거용 
180,서울특별시 용산구 갈월동(서울역버스환승센터방면) 중앙버스정류장 (도심 03-011),126.9715704,37.54493279, 일반쓰레기수거용 
181,서울특별시 용산구 갈월동(숙대입구방면) 중앙버스정류장 (외곽 03-012),126.9715704,37.54493279, 일반쓰레기수거용 
182,서울특별시 용산구 이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150),126.991128,37.53884125, 일반쓰레기수거용 
183,서울특별시 용산구 이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150),126.991128,37.53884125, 일반쓰레기수거용 
184,서울특별시 용산구 삼각지(보훈청방향)평양집앞 공원쉼터,126.9804724,37.53114116, 일반쓰레기수거용 
185,서울특별시 용산구 삼각지(보훈청방향)평양집앞 공원쉼터,126.9804724,37.53114116, 재활용수거용 
186,서울특별시 용산구 국방부앞 버스정류장(국방부민원실)(03-185),126.9804724,37.53114116, 일반쓰레기수거용 
187,서울특별시 용산구 국방부앞 버스정류장(국방부민원실)(03-185),126.9804724,37.53114116, 재활용수거용 
188,서울특별시 용산구 전쟁기념관(용산보건분소방면) 버스정류장(03-184),126.9804724,37.53114116, 일반쓰레기수거용 
189,서울특별시 용산구 전쟁기념관(용산보건분소방면) 버스정류장(03-184),126.9804724,37.53114116, 재활용수거용 
190,서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-186),126.9804724,37.53114116, 일반쓰레기수거용 
191,서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-186),126.9804724,37.53114116, 일반쓰레기수거용 
192,서울특별시 용산구 녹사평역 4번 출구 앞 버스정류장(03-187),126.9804724,37.53114116, 일반쓰레기수거용 
193,서울특별시 용산구 녹사평역 4번 출구 앞 버스정류장(03-187),126.9804724,37.53114116, 재활용수거용 
194,서울특별시 용산구 용산역 버스정류장(03-255)(용산역앞광장),126.9804724,37.53114116, 일반쓰레기수거용 
195,서울특별시 용산구 용산역 버스정류장(03-255)(용산역앞광장),126.9804724,37.53114116, 일반쓰레기수거용 
196,서울특별시 용산구 용산역광장앞(신용산지하차도방면) 버스정류장(03-258) ,126.9804724,37.53114116, 일반쓰레기수거용 
197,서울특별시 용산구 삼각지역11번출구 버스정류장(03-328남영역방면)(용산역파출소옆),126.9804724,37.53114116, 일반쓰레기수거용 
198,서울특별시 용산구 서빙고역 교차로 버스정류장(03-267 서빙고역건너편),126.9804724,37.53114116, 일반쓰레기수거용 
199,서울특별시 용산구 서빙고역1번출구 버스정류장(03-157 서빙고역앞),126.9804724,37.53114116, 일반쓰레기수거용 
200,서울특별시 용산구 서빙고초등학교앞버스정류장(03-268 GS편의점) ,126.9804724,37.53114116, 일반쓰레기수거용 
201,서울특별시 용산구 원효대교 북단 버스정류장(03-331 삼구빌딩 건너편),126.9804724,37.53114116, 일반쓰레기수거용 
202,서울특별시 용산구 숙대입구역 5번출구 마을버스정류장(03-565 하나은행숙대입구역지점앞),126.9804724,37.53114116, 일반쓰레기수거용 
203,서울특별시 용산구 갈월동 마을버스정류장(03-568 삼성디지탈서비스센터옆),126.9715704,37.54493279, 일반쓰레기수거용 
204,서울특별시 용산구 갈월동 4호선 숙대입구 버스정류장(03-327 여행박사앞),126.9725935,37.55024242, 일반쓰레기수거용 
205,서울특별시 용산구 남영동 청도양꼬치남영점앞 횡단보도앞,126.9733195,37.54302455, 일반쓰레기수거용 
206,서울특별시 용산구 리버힐삼성아파트옆GS25시편의점앞횡단보도,126.9804724,37.53114116, 일반쓰레기수거용 
207,서울특별시 용산구 용산전자상가입구 버스정류장(03-250),126.9804724,37.53114116, 일반쓰레기수거용 
208,서울특별시 용산구 용산 꿈나무 종합타운 보건분소 버스정류장(03-181),126.9804724,37.53114116, 일반쓰레기수거용 
209,서울특별시 용산구 한남나들목(A) 출입구앞,126.9804724,37.53114116, 일반쓰레기수거용 
210,서울특별시 용산구 한남나들목(B) 출입구앞,126.9804724,37.53114116, 일반쓰레기수거용 
211,서울특별시 용산구 한강대로 크라운해태 건너편 USO건너편인도,126.9745278,37.53698366, 일반쓰레기수거용 
212,서울특별시 용산구 한강대로 크라운해태 건너편 USO건너편인도,126.9745278,37.53698366, 일반쓰레기수거용 
213,서울특별시 용산구 한강대로 숙대입구역2번출구앞,126.9620444,37.52374199, 일반쓰레기수거용 
214,서울특별시 용산구 한강대로 숙대입구역2번출구앞,126.9620444,37.52374199, 일반쓰레기수거용 
215,서울특별시 용산구 한강대로 갈월동 청파동입구교차로(쌍굴다리)안 공원(갑을빌딩 맞은편),126.9745278,37.53698366, 일반쓰레기수거용 
216,서울특별시 용산구 한강대로 갈월동청파동 입구교차로(쌍굴다리)안 공원(갑을빌딩 맞은편),126.9745278,37.53698366, 일반쓰레기수거용 
217,서울특별시 용산구 남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편),126.4241385,37.75467623, 일반쓰레기수거용 
218,서울특별시 용산구 남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편),126.4241385,37.75467623, 일반쓰레기수거용 
219,서울특별시 용산구 신용산역 삼거리 횡단보도앞(신용산역 5번출구 뒷편),126.4241385,37.75467623, 일반쓰레기수거용 
220,서울특별시 용산구 신용산역 삼거리 횡단보도앞(신용산역 5번출구 뒷편),126.4241385,37.75467623, 일반쓰레기수거용 
221,서울특별시 용산구 용산역앞교차로 아우디한강대로전시장앞 횡단보도,126.9728045,37.55454856, 일반쓰레기수거용 
222,서울특별시 용산구 용산역앞교차로 아우디한강대로전시장앞 횡단보도,126.9728045,37.55454856, 일반쓰레기수거용 
223,서울특별시 용산구 이태원주공아파트 담벽인도 남산공원이정표앞,126.9804724,37.53114116, 일반쓰레기수거용 
